,pentamer,a,b,c,ab
4631,CS(=O)(=O)c1cncc(-c2cccc(-c3cccc4cccc(-c5cccc(-c6cncc(S(C)(=O)=O)c6)c5-n5c6ccccc6c6ccccc65)c34)c2-n2c3ccccc3c3ccccc32)c1,CS(=O)(=O)c1cncc(B(O)O)c1,C[N+]12CC(=O)O[B-]1(c1cccc(Br)c1-n1c3ccccc3c3ccccc31)OC(=O)C2,Brc1cccc2cccc(Br)c12,C[N+]12CC(=O)O[B-]1(c1cccc(-c3cncc(S(C)(=O)=O)c3)c1-n1c3ccccc3c3ccccc31)OC(=O)C2
4632,CCCCC(CC)CC1(CC(CC)CCCC)c2cc(-c3cccc(-c4cncc(S(C)(=O)=O)c4)c3-n3c4ccccc4c4ccccc43)ccc2-c2ccc(-c3cccc(-c4cncc(S(C)(=O)=O)c4)c3-n3c4ccccc4c4ccccc43)cc21,CS(=O)(=O)c1cncc(B(O)O)c1,C[N+]12CC(=O)O[B-]1(c1cccc(Br)c1-n1c3ccccc3c3ccccc31)OC(=O)C2,CCCCC(CC)CC1(CC(CC)CCCC)c2cc(I)ccc2-c2ccc(I)cc21,C[N+]12CC(=O)O[B-]1(c1cccc(-c3cncc(S(C)(=O)=O)c3)c1-n1c3ccccc3c3ccccc31)OC(=O)C2
4633,CS(=O)(=O)c1cncc(-c2cccc(-c3c(F)c(F)c(-c4cccc(-c5cncc(S(C)(=O)=O)c5)c4-n4c5ccccc5c5ccccc54)c4nsnc34)c2-n2c3ccccc3c3ccccc32)c1,CS(=O)(=O)c1cncc(B(O)O)c1,C[N+]12CC(=O)O[B-]1(c1cccc(Br)c1-n1c3ccccc3c3ccccc31)OC(=O)C2,Fc1c(F)c(Br)c2nsnc2c1Br,C[N+]12CC(=O)O[B-]1(c1cccc(-c3cncc(S(C)(=O)=O)c3)c1-n1c3ccccc3c3ccccc31)OC(=O)C2
4634,C[Si](C)(c1ccc(-c2cccc(-c3cncc(S(C)(=O)=O)c3)c2-n2c3ccccc3c3ccccc32)cc1)c1ccc(-c2cccc(-c3cncc(S(C)(=O)=O)c3)c2-n2c3ccccc3c3ccccc32)cc1,CS(=O)(=O)c1cncc(B(O)O)c1,C[N+]12CC(=O)O[B-]1(c1cccc(Br)c1-n1c3ccccc3c3ccccc31)OC(=O)C2,C[Si](C)(c1ccc(Br)cc1)c1ccc(Br)cc1,C[N+]12CC(=O)O[B-]1(c1cccc(-c3cncc(S(C)(=O)=O)c3)c1-n1c3ccccc3c3ccccc31)OC(=O)C2
4635,CS(=O)(=O)c1cncc(-c2cccc(-c3ccc4nc5ccc(-c6cccc(-c7cncc(S(C)(=O)=O)c7)c6-n6c7ccccc7c7ccccc76)cc5nc4c3)c2-n2c3ccccc3c3ccccc32)c1,CS(=O)(=O)c1cncc(B(O)O)c1,C[N+]12CC(=O)O[B-]1(c1cccc(Br)c1-n1c3ccccc3c3ccccc31)OC(=O)C2,Brc1ccc2nc3ccc(Br)cc3nc2c1,C[N+]12CC(=O)O[B-]1(c1cccc(-c3cncc(S(C)(=O)=O)c3)c1-n1c3ccccc3c3ccccc31)OC(=O)C2
4655,C[Si](C)(c1ccccc1-c1c(F)cccc1-c1cncc(S(C)(=O)=O)c1)c1ccccc1-c1c(F)cccc1-c1cncc(S(C)(=O)=O)c1,CS(=O)(=O)c1cncc(B(O)O)c1,C[N+]12CC(=O)O[B-]1(c1c(F)cccc1Br)OC(=O)C2,C[Si](C)(c1ccccc1Br)c1ccccc1Br,C[N+]12CC(=O)O[B-]1(c1c(F)cccc1-c1cncc(S(C)(=O)=O)c1)OC(=O)C2
4656,CS(=O)(=O)c1cncc(-c2cccc(F)c2-c2ccc(-c3c(F)cccc3-c3cncc(S(C)(=O)=O)c3)nc2)c1,CS(=O)(=O)c1cncc(B(O)O)c1,C[N+]12CC(=O)O[B-]1(c1c(F)cccc1Br)OC(=O)C2,Brc1ccc(Br)nc1,C[N+]12CC(=O)O[B-]1(c1c(F)cccc1-c1cncc(S(C)(=O)=O)c1)OC(=O)C2
4657,CS(=O)(=O)c1cncc(-c2cccc(F)c2-c2cc(-n3c4ccccc4c4ccccc43)c(-c3c(F)cccc3-c3cncc(S(C)(=O)=O)c3)cc2-n2c3ccccc3c3ccccc32)c1,CS(=O)(=O)c1cncc(B(O)O)c1,C[N+]12CC(=O)O[B-]1(c1c(F)cccc1Br)OC(=O)C2,Brc1cc(-n2c3ccccc3c3ccccc32)c(Br)cc1-n1c2ccccc2c2ccccc21,C[N+]12CC(=O)O[B-]1(c1c(F)cccc1-c1cncc(S(C)(=O)=O)c1)OC(=O)C2
4658,CS(=O)(=O)c1cncc(-c2cccc(F)c2-c2cc(-c3c(F)cccc3-c3cncc(S(C)(=O)=O)c3)c3ccccc3c2)c1,CS(=O)(=O)c1cncc(B(O)O)c1,C[N+]12CC(=O)O[B-]1(c1c(F)cccc1Br)OC(=O)C2,Brc1cc(Br)c2ccccc2c1,C[N+]12CC(=O)O[B-]1(c1c(F)cccc1-c1cncc(S(C)(=O)=O)c1)OC(=O)C2
4659,CS(=O)(=O)c1cncc(-c2cccc(F)c2-c2cc(Cl)c(-c3c(F)cccc3-c3cncc(S(C)(=O)=O)c3)s2)c1,CS(=O)(=O)c1cncc(B(O)O)c1,C[N+]12CC(=O)O[B-]1(c1c(F)cccc1Br)OC(=O)C2,Clc1cc(Br)sc1Br,C[N+]12CC(=O)O[B-]1(c1c(F)cccc1-c1cncc(S(C)(=O)=O)c1)OC(=O)C2
4660,Cc1nc2c(-c3c(F)cccc3-c3cncc(S(C)(=O)=O)c3)c3nsnc3c(-c3c(F)cccc3-c3cncc(S(C)(=O)=O)c3)c2nc1C,CS(=O)(=O)c1cncc(B(O)O)c1,C[N+]12CC(=O)O[B-]1(c1c(F)cccc1Br)OC(=O)C2,Cc1nc2c(Br)c3nsnc3c(Br)c2nc1C,C[N+]12CC(=O)O[B-]1(c1c(F)cccc1-c1cncc(S(C)(=O)=O)c1)OC(=O)C2
4661,CS(=O)(=O)c1cncc(-c2cccc(F)c2-c2ccccc2Oc2ccccc2-c2c(F)cccc2-c2cncc(S(C)(=O)=O)c2)c1,CS(=O)(=O)c1cncc(B(O)O)c1,C[N+]12CC(=O)O[B-]1(c1c(F)cccc1Br)OC(=O)C2,Brc1ccccc1Oc1ccccc1Br,C[N+]12CC(=O)O[B-]1(c1c(F)cccc1-c1cncc(S(C)(=O)=O)c1)OC(=O)C2
4662,CC(C)(C)c1ccc2c(-c3c(F)cccc3-c3cncc(S(C)(=O)=O)c3)c3ccccc3c(-c3c(F)cccc3-c3cncc(S(C)(=O)=O)c3)c2c1,CS(=O)(=O)c1cncc(B(O)O)c1,C[N+]12CC(=O)O[B-]1(c1c(F)cccc1Br)OC(=O)C2,CC(C)(C)c1ccc2c(Br)c3ccccc3c(Br)c2c1,C[N+]12CC(=O)O[B-]1(c1c(F)cccc1-c1cncc(S(C)(=O)=O)c1)OC(=O)C2
4663,CS(=O)(=O)c1cncc(-c2cccc(F)c2-c2cc(F)c(-c3c(F)cccc3-c3cncc(S(C)(=O)=O)c3)cc2F)c1,CS(=O)(=O)c1cncc(B(O)O)c1,C[N+]12CC(=O)O[B-]1(c1c(F)cccc1Br)OC(=O)C2,Fc1cc(Br)c(F)cc1Br,C[N+]12CC(=O)O[B-]1(c1c(F)cccc1-c1cncc(S(C)(=O)=O)c1)OC(=O)C2
4664,CS(=O)(=O)c1cncc(-c2cccc(F)c2-c2ccc3oc(-c4c(F)cccc4-c4cncc(S(C)(=O)=O)c4)cc3c2)c1,CS(=O)(=O)c1cncc(B(O)O)c1,C[N+]12CC(=O)O[B-]1(c1c(F)cccc1Br)OC(=O)C2,Brc1ccc2oc(Br)cc2c1,C[N+]12CC(=O)O[B-]1(c1c(F)cccc1-c1cncc(S(C)(=O)=O)c1)OC(=O)C2
4665,CS(=O)(=O)c1cncc(-c2cccc(F)c2-c2ccc(-c3c(F)cccc3-c3cncc(S(C)(=O)=O)c3)o2)c1,CS(=O)(=O)c1cncc(B(O)O)c1,C[N+]12CC(=O)O[B-]1(c1c(F)cccc1Br)OC(=O)C2,Brc1ccc(Br)o1,C[N+]12CC(=O)O[B-]1(c1c(F)cccc1-c1cncc(S(C)(=O)=O)c1)OC(=O)C2
4666,CS(=O)(=O)c1cncc(-c2cccc(F)c2-c2ccc3c(c2)C2(c4ccccc4-c4ccccc42)c2cc(-c4c(F)cccc4-c4cncc(S(C)(=O)=O)c4)ccc2-3)c1,CS(=O)(=O)c1cncc(B(O)O)c1,C[N+]12CC(=O)O[B-]1(c1c(F)cccc1Br)OC(=O)C2,Brc1ccc2c(c1)C1(c3ccccc3-c3ccccc31)c1cc(Br)ccc1-2,C[N+]12CC(=O)O[B-]1(c1c(F)cccc1-c1cncc(S(C)(=O)=O)c1)OC(=O)C2
4667,CS(=O)(=O)c1cncc(-c2cccc(F)c2-c2cc(-c3c(F)cccc3-c3cncc(S(C)(=O)=O)c3)c(Cl)cc2Cl)c1,CS(=O)(=O)c1cncc(B(O)O)c1,C[N+]12CC(=O)O[B-]1(c1c(F)cccc1Br)OC(=O)C2,Clc1cc(Cl)c(Br)cc1Br,C[N+]12CC(=O)O[B-]1(c1c(F)cccc1-c1cncc(S(C)(=O)=O)c1)OC(=O)C2
4668,CS(=O)(=O)c1cncc(-c2cccc(F)c2-c2cnc3nc(-c4c(F)cccc4-c4cncc(S(C)(=O)=O)c4)ccc3c2)c1,CS(=O)(=O)c1cncc(B(O)O)c1,C[N+]12CC(=O)O[B-]1(c1c(F)cccc1Br)OC(=O)C2,Brc1cnc2nc(Br)ccc2c1,C[N+]12CC(=O)O[B-]1(c1c(F)cccc1-c1cncc(S(C)(=O)=O)c1)OC(=O)C2
4669,CS(=O)(=O)c1cncc(-c2cccc(F)c2-c2cccc3cccc(-c4c(F)cccc4-c4cncc(S(C)(=O)=O)c4)c23)c1,CS(=O)(=O)c1cncc(B(O)O)c1,C[N+]12CC(=O)O[B-]1(c1c(F)cccc1Br)OC(=O)C2,Brc1cccc2cccc(Br)c12,C[N+]12CC(=O)O[B-]1(c1c(F)cccc1-c1cncc(S(C)(=O)=O)c1)OC(=O)C2
4670,CCCCC(CC)CC1(CC(CC)CCCC)c2cc(-c3c(F)cccc3-c3cncc(S(C)(=O)=O)c3)ccc2-c2ccc(-c3c(F)cccc3-c3cncc(S(C)(=O)=O)c3)cc21,CS(=O)(=O)c1cncc(B(O)O)c1,C[N+]12CC(=O)O[B-]1(c1c(F)cccc1Br)OC(=O)C2,CCCCC(CC)CC1(CC(CC)CCCC)c2cc(I)ccc2-c2ccc(I)cc21,C[N+]12CC(=O)O[B-]1(c1c(F)cccc1-c1cncc(S(C)(=O)=O)c1)OC(=O)C2
4671,CS(=O)(=O)c1cncc(-c2cccc(F)c2-c2c(F)c(F)c(-c3c(F)cccc3-c3cncc(S(C)(=O)=O)c3)c3nsnc23)c1,CS(=O)(=O)c1cncc(B(O)O)c1,C[N+]12CC(=O)O[B-]1(c1c(F)cccc1Br)OC(=O)C2,Fc1c(F)c(Br)c2nsnc2c1Br,C[N+]12CC(=O)O[B-]1(c1c(F)cccc1-c1cncc(S(C)(=O)=O)c1)OC(=O)C2
4672,C[Si](C)(c1ccc(-c2c(F)cccc2-c2cncc(S(C)(=O)=O)c2)cc1)c1ccc(-c2c(F)cccc2-c2cncc(S(C)(=O)=O)c2)cc1,CS(=O)(=O)c1cncc(B(O)O)c1,C[N+]12CC(=O)O[B-]1(c1c(F)cccc1Br)OC(=O)C2,C[Si](C)(c1ccc(Br)cc1)c1ccc(Br)cc1,C[N+]12CC(=O)O[B-]1(c1c(F)cccc1-c1cncc(S(C)(=O)=O)c1)OC(=O)C2
4673,CS(=O)(=O)c1cncc(-c2cccc(F)c2-c2ccc3nc4ccc(-c5c(F)cccc5-c5cncc(S(C)(=O)=O)c5)cc4nc3c2)c1,CS(=O)(=O)c1cncc(B(O)O)c1,C[N+]12CC(=O)O[B-]1(c1c(F)cccc1Br)OC(=O)C2,Brc1ccc2nc3ccc(Br)cc3nc2c1,C[N+]12CC(=O)O[B-]1(c1c(F)cccc1-c1cncc(S(C)(=O)=O)c1)OC(=O)C2
4674,C[Si](C)(c1ccccc1-c1cccc(-c2cncc(S(C)(=O)=O)c2)c1F)c1ccccc1-c1cccc(-c2cncc(S(C)(=O)=O)c2)c1F,CS(=O)(=O)c1cncc(B(O)O)c1,C[N+]12CC(=O)O[B-]1(c1cccc(Br)c1F)OC(=O)C2,C[Si](C)(c1ccccc1Br)c1ccccc1Br,C[N+]12CC(=O)O[B-]1(c1cccc(-c3cncc(S(C)(=O)=O)c3)c1F)OC(=O)C2
4675,CS(=O)(=O)c1cncc(-c2cccc(-c3ccc(-c4cccc(-c5cncc(S(C)(=O)=O)c5)c4F)nc3)c2F)c1,CS(=O)(=O)c1cncc(B(O)O)c1,C[N+]12CC(=O)O[B-]1(c1cccc(Br)c1F)OC(=O)C2,Brc1ccc(Br)nc1,C[N+]12CC(=O)O[B-]1(c1cccc(-c3cncc(S(C)(=O)=O)c3)c1F)OC(=O)C2
4676,CS(=O)(=O)c1cncc(-c2cccc(-c3cc(-n4c5ccccc5c5ccccc54)c(-c4cccc(-c5cncc(S(C)(=O)=O)c5)c4F)cc3-n3c4ccccc4c4ccccc43)c2F)c1,CS(=O)(=O)c1cncc(B(O)O)c1,C[N+]12CC(=O)O[B-]1(c1cccc(Br)c1F)OC(=O)C2,Brc1cc(-n2c3ccccc3c3ccccc32)c(Br)cc1-n1c2ccccc2c2ccccc21,C[N+]12CC(=O)O[B-]1(c1cccc(-c3cncc(S(C)(=O)=O)c3)c1F)OC(=O)C2
4677,CS(=O)(=O)c1cncc(-c2cccc(-c3cc(-c4cccc(-c5cncc(S(C)(=O)=O)c5)c4F)c4ccccc4c3)c2F)c1,CS(=O)(=O)c1cncc(B(O)O)c1,C[N+]12CC(=O)O[B-]1(c1cccc(Br)c1F)OC(=O)C2,Brc1cc(Br)c2ccccc2c1,C[N+]12CC(=O)O[B-]1(c1cccc(-c3cncc(S(C)(=O)=O)c3)c1F)OC(=O)C2
4678,CS(=O)(=O)c1cncc(-c2cccc(-c3cc(Cl)c(-c4cccc(-c5cncc(S(C)(=O)=O)c5)c4F)s3)c2F)c1,CS(=O)(=O)c1cncc(B(O)O)c1,C[N+]12CC(=O)O[B-]1(c1cccc(Br)c1F)OC(=O)C2,Clc1cc(Br)sc1Br,C[N+]12CC(=O)O[B-]1(c1cccc(-c3cncc(S(C)(=O)=O)c3)c1F)OC(=O)C2
4679,Cc1nc2c(-c3cccc(-c4cncc(S(C)(=O)=O)c4)c3F)c3nsnc3c(-c3cccc(-c4cncc(S(C)(=O)=O)c4)c3F)c2nc1C,CS(=O)(=O)c1cncc(B(O)O)c1,C[N+]12CC(=O)O[B-]1(c1cccc(Br)c1F)OC(=O)C2,Cc1nc2c(Br)c3nsnc3c(Br)c2nc1C,C[N+]12CC(=O)O[B-]1(c1cccc(-c3cncc(S(C)(=O)=O)c3)c1F)OC(=O)C2
4680,CS(=O)(=O)c1cncc(-c2cccc(-c3ccccc3Oc3ccccc3-c3cccc(-c4cncc(S(C)(=O)=O)c4)c3F)c2F)c1,CS(=O)(=O)c1cncc(B(O)O)c1,C[N+]12CC(=O)O[B-]1(c1cccc(Br)c1F)OC(=O)C2,Brc1ccccc1Oc1ccccc1Br,C[N+]12CC(=O)O[B-]1(c1cccc(-c3cncc(S(C)(=O)=O)c3)c1F)OC(=O)C2
4681,CC(C)(C)c1ccc2c(-c3cccc(-c4cncc(S(C)(=O)=O)c4)c3F)c3ccccc3c(-c3cccc(-c4cncc(S(C)(=O)=O)c4)c3F)c2c1,CS(=O)(=O)c1cncc(B(O)O)c1,C[N+]12CC(=O)O[B-]1(c1cccc(Br)c1F)OC(=O)C2,CC(C)(C)c1ccc2c(Br)c3ccccc3c(Br)c2c1,C[N+]12CC(=O)O[B-]1(c1cccc(-c3cncc(S(C)(=O)=O)c3)c1F)OC(=O)C2
4682,CS(=O)(=O)c1cncc(-c2cccc(-c3cc(F)c(-c4cccc(-c5cncc(S(C)(=O)=O)c5)c4F)cc3F)c2F)c1,CS(=O)(=O)c1cncc(B(O)O)c1,C[N+]12CC(=O)O[B-]1(c1cccc(Br)c1F)OC(=O)C2,Fc1cc(Br)c(F)cc1Br,C[N+]12CC(=O)O[B-]1(c1cccc(-c3cncc(S(C)(=O)=O)c3)c1F)OC(=O)C2
4683,CS(=O)(=O)c1cncc(-c2cccc(-c3ccc4oc(-c5cccc(-c6cncc(S(C)(=O)=O)c6)c5F)cc4c3)c2F)c1,CS(=O)(=O)c1cncc(B(O)O)c1,C[N+]12CC(=O)O[B-]1(c1cccc(Br)c1F)OC(=O)C2,Brc1ccc2oc(Br)cc2c1,C[N+]12CC(=O)O[B-]1(c1cccc(-c3cncc(S(C)(=O)=O)c3)c1F)OC(=O)C2
4684,CS(=O)(=O)c1cncc(-c2cccc(-c3ccc(-c4cccc(-c5cncc(S(C)(=O)=O)c5)c4F)o3)c2F)c1,CS(=O)(=O)c1cncc(B(O)O)c1,C[N+]12CC(=O)O[B-]1(c1cccc(Br)c1F)OC(=O)C2,Brc1ccc(Br)o1,C[N+]12CC(=O)O[B-]1(c1cccc(-c3cncc(S(C)(=O)=O)c3)c1F)OC(=O)C2
4685,CS(=O)(=O)c1cncc(-c2cccc(-c3ccc4c(c3)C3(c5ccccc5-c5ccccc53)c3cc(-c5cccc(-c6cncc(S(C)(=O)=O)c6)c5F)ccc3-4)c2F)c1,CS(=O)(=O)c1cncc(B(O)O)c1,C[N+]12CC(=O)O[B-]1(c1cccc(Br)c1F)OC(=O)C2,Brc1ccc2c(c1)C1(c3ccccc3-c3ccccc31)c1cc(Br)ccc1-2,C[N+]12CC(=O)O[B-]1(c1cccc(-c3cncc(S(C)(=O)=O)c3)c1F)OC(=O)C2
4686,CS(=O)(=O)c1cncc(-c2cccc(-c3cc(-c4cccc(-c5cncc(S(C)(=O)=O)c5)c4F)c(Cl)cc3Cl)c2F)c1,CS(=O)(=O)c1cncc(B(O)O)c1,C[N+]12CC(=O)O[B-]1(c1cccc(Br)c1F)OC(=O)C2,Clc1cc(Cl)c(Br)cc1Br,C[N+]12CC(=O)O[B-]1(c1cccc(-c3cncc(S(C)(=O)=O)c3)c1F)OC(=O)C2
4687,CS(=O)(=O)c1cncc(-c2cccc(-c3cnc4nc(-c5cccc(-c6cncc(S(C)(=O)=O)c6)c5F)ccc4c3)c2F)c1,CS(=O)(=O)c1cncc(B(O)O)c1,C[N+]12CC(=O)O[B-]1(c1cccc(Br)c1F)OC(=O)C2,Brc1cnc2nc(Br)ccc2c1,C[N+]12CC(=O)O[B-]1(c1cccc(-c3cncc(S(C)(=O)=O)c3)c1F)OC(=O)C2
4688,CS(=O)(=O)c1cncc(-c2cccc(-c3cccc4cccc(-c5cccc(-c6cncc(S(C)(=O)=O)c6)c5F)c34)c2F)c1,CS(=O)(=O)c1cncc(B(O)O)c1,C[N+]12CC(=O)O[B-]1(c1cccc(Br)c1F)OC(=O)C2,Brc1cccc2cccc(Br)c12,C[N+]12CC(=O)O[B-]1(c1cccc(-c3cncc(S(C)(=O)=O)c3)c1F)OC(=O)C2
4689,CCCCC(CC)CC1(CC(CC)CCCC)c2cc(-c3cccc(-c4cncc(S(C)(=O)=O)c4)c3F)ccc2-c2ccc(-c3cccc(-c4cncc(S(C)(=O)=O)c4)c3F)cc21,CS(=O)(=O)c1cncc(B(O)O)c1,C[N+]12CC(=O)O[B-]1(c1cccc(Br)c1F)OC(=O)C2,CCCCC(CC)CC1(CC(CC)CCCC)c2cc(I)ccc2-c2ccc(I)cc21,C[N+]12CC(=O)O[B-]1(c1cccc(-c3cncc(S(C)(=O)=O)c3)c1F)OC(=O)C2
4690,CS(=O)(=O)c1cncc(-c2cccc(-c3c(F)c(F)c(-c4cccc(-c5cncc(S(C)(=O)=O)c5)c4F)c4nsnc34)c2F)c1,CS(=O)(=O)c1cncc(B(O)O)c1,C[N+]12CC(=O)O[B-]1(c1cccc(Br)c1F)OC(=O)C2,Fc1c(F)c(Br)c2nsnc2c1Br,C[N+]12CC(=O)O[B-]1(c1cccc(-c3cncc(S(C)(=O)=O)c3)c1F)OC(=O)C2
4691,C[Si](C)(c1ccc(-c2cccc(-c3cncc(S(C)(=O)=O)c3)c2F)cc1)c1ccc(-c2cccc(-c3cncc(S(C)(=O)=O)c3)c2F)cc1,CS(=O)(=O)c1cncc(B(O)O)c1,C[N+]12CC(=O)O[B-]1(c1cccc(Br)c1F)OC(=O)C2,C[Si](C)(c1ccc(Br)cc1)c1ccc(Br)cc1,C[N+]12CC(=O)O[B-]1(c1cccc(-c3cncc(S(C)(=O)=O)c3)c1F)OC(=O)C2
4692,CS(=O)(=O)c1cncc(-c2cccc(-c3ccc4nc5ccc(-c6cccc(-c7cncc(S(C)(=O)=O)c7)c6F)cc5nc4c3)c2F)c1,CS(=O)(=O)c1cncc(B(O)O)c1,C[N+]12CC(=O)O[B-]1(c1cccc(Br)c1F)OC(=O)C2,Brc1ccc2nc3ccc(Br)cc3nc2c1,C[N+]12CC(=O)O[B-]1(c1cccc(-c3cncc(S(C)(=O)=O)c3)c1F)OC(=O)C2
4693,Cn1ncc(-c2cncc(S(C)(=O)=O)c2)c1-c1ccccc1[Si](C)(C)c1ccccc1-c1c(-c2cncc(S(C)(=O)=O)c2)cnn1C,CS(=O)(=O)c1cncc(B(O)O)c1,Cn1ncc(Br)c1[B-]12OC(=O)C[N+]1(C)CC(=O)O2,C[Si](C)(c1ccccc1Br)c1ccccc1Br,Cn1ncc(-c2cncc(S(C)(=O)=O)c2)c1[B-]12OC(=O)C[N+]1(C)CC(=O)O2
4694,Cn1ncc(-c2cncc(S(C)(=O)=O)c2)c1-c1ccc(-c2c(-c3cncc(S(C)(=O)=O)c3)cnn2C)nc1,CS(=O)(=O)c1cncc(B(O)O)c1,Cn1ncc(Br)c1[B-]12OC(=O)C[N+]1(C)CC(=O)O2,Brc1ccc(Br)nc1,Cn1ncc(-c2cncc(S(C)(=O)=O)c2)c1[B-]12OC(=O)C[N+]1(C)CC(=O)O2
4695,Cn1ncc(-c2cncc(S(C)(=O)=O)c2)c1-c1cc(-n2c3ccccc3c3ccccc32)c(-c2c(-c3cncc(S(C)(=O)=O)c3)cnn2C)cc1-n1c2ccccc2c2ccccc21,CS(=O)(=O)c1cncc(B(O)O)c1,Cn1ncc(Br)c1[B-]12OC(=O)C[N+]1(C)CC(=O)O2,Brc1cc(-n2c3ccccc3c3ccccc32)c(Br)cc1-n1c2ccccc2c2ccccc21,Cn1ncc(-c2cncc(S(C)(=O)=O)c2)c1[B-]12OC(=O)C[N+]1(C)CC(=O)O2
4696,Cn1ncc(-c2cncc(S(C)(=O)=O)c2)c1-c1cc(-c2c(-c3cncc(S(C)(=O)=O)c3)cnn2C)c2ccccc2c1,CS(=O)(=O)c1cncc(B(O)O)c1,Cn1ncc(Br)c1[B-]12OC(=O)C[N+]1(C)CC(=O)O2,Brc1cc(Br)c2ccccc2c1,Cn1ncc(-c2cncc(S(C)(=O)=O)c2)c1[B-]12OC(=O)C[N+]1(C)CC(=O)O2
4697,Cn1ncc(-c2cncc(S(C)(=O)=O)c2)c1-c1cc(Cl)c(-c2c(-c3cncc(S(C)(=O)=O)c3)cnn2C)s1,CS(=O)(=O)c1cncc(B(O)O)c1,Cn1ncc(Br)c1[B-]12OC(=O)C[N+]1(C)CC(=O)O2,Clc1cc(Br)sc1Br,Cn1ncc(-c2cncc(S(C)(=O)=O)c2)c1[B-]12OC(=O)C[N+]1(C)CC(=O)O2
4698,Cc1nc2c(-c3c(-c4cncc(S(C)(=O)=O)c4)cnn3C)c3nsnc3c(-c3c(-c4cncc(S(C)(=O)=O)c4)cnn3C)c2nc1C,CS(=O)(=O)c1cncc(B(O)O)c1,Cn1ncc(Br)c1[B-]12OC(=O)C[N+]1(C)CC(=O)O2,Cc1nc2c(Br)c3nsnc3c(Br)c2nc1C,Cn1ncc(-c2cncc(S(C)(=O)=O)c2)c1[B-]12OC(=O)C[N+]1(C)CC(=O)O2
4699,Cn1ncc(-c2cncc(S(C)(=O)=O)c2)c1-c1ccccc1Oc1ccccc1-c1c(-c2cncc(S(C)(=O)=O)c2)cnn1C,CS(=O)(=O)c1cncc(B(O)O)c1,Cn1ncc(Br)c1[B-]12OC(=O)C[N+]1(C)CC(=O)O2,Brc1ccccc1Oc1ccccc1Br,Cn1ncc(-c2cncc(S(C)(=O)=O)c2)c1[B-]12OC(=O)C[N+]1(C)CC(=O)O2
4700,Cn1ncc(-c2cncc(S(C)(=O)=O)c2)c1-c1c2ccccc2c(-c2c(-c3cncc(S(C)(=O)=O)c3)cnn2C)c2cc(C(C)(C)C)ccc12,CS(=O)(=O)c1cncc(B(O)O)c1,Cn1ncc(Br)c1[B-]12OC(=O)C[N+]1(C)CC(=O)O2,CC(C)(C)c1ccc2c(Br)c3ccccc3c(Br)c2c1,Cn1ncc(-c2cncc(S(C)(=O)=O)c2)c1[B-]12OC(=O)C[N+]1(C)CC(=O)O2
4701,Cn1ncc(-c2cncc(S(C)(=O)=O)c2)c1-c1cc(F)c(-c2c(-c3cncc(S(C)(=O)=O)c3)cnn2C)cc1F,CS(=O)(=O)c1cncc(B(O)O)c1,Cn1ncc(Br)c1[B-]12OC(=O)C[N+]1(C)CC(=O)O2,Fc1cc(Br)c(F)cc1Br,Cn1ncc(-c2cncc(S(C)(=O)=O)c2)c1[B-]12OC(=O)C[N+]1(C)CC(=O)O2
4702,Cn1ncc(-c2cncc(S(C)(=O)=O)c2)c1-c1ccc2oc(-c3c(-c4cncc(S(C)(=O)=O)c4)cnn3C)cc2c1,CS(=O)(=O)c1cncc(B(O)O)c1,Cn1ncc(Br)c1[B-]12OC(=O)C[N+]1(C)CC(=O)O2,Brc1ccc2oc(Br)cc2c1,Cn1ncc(-c2cncc(S(C)(=O)=O)c2)c1[B-]12OC(=O)C[N+]1(C)CC(=O)O2
4703,Cn1ncc(-c2cncc(S(C)(=O)=O)c2)c1-c1ccc(-c2c(-c3cncc(S(C)(=O)=O)c3)cnn2C)o1,CS(=O)(=O)c1cncc(B(O)O)c1,Cn1ncc(Br)c1[B-]12OC(=O)C[N+]1(C)CC(=O)O2,Brc1ccc(Br)o1,Cn1ncc(-c2cncc(S(C)(=O)=O)c2)c1[B-]12OC(=O)C[N+]1(C)CC(=O)O2
4704,Cn1ncc(-c2cncc(S(C)(=O)=O)c2)c1-c1ccc2c(c1)C1(c3ccccc3-c3ccccc31)c1cc(-c3c(-c4cncc(S(C)(=O)=O)c4)cnn3C)ccc1-2,CS(=O)(=O)c1cncc(B(O)O)c1,Cn1ncc(Br)c1[B-]12OC(=O)C[N+]1(C)CC(=O)O2,Brc1ccc2c(c1)C1(c3ccccc3-c3ccccc31)c1cc(Br)ccc1-2,Cn1ncc(-c2cncc(S(C)(=O)=O)c2)c1[B-]12OC(=O)C[N+]1(C)CC(=O)O2
4705,Cn1ncc(-c2cncc(S(C)(=O)=O)c2)c1-c1cc(-c2c(-c3cncc(S(C)(=O)=O)c3)cnn2C)c(Cl)cc1Cl,CS(=O)(=O)c1cncc(B(O)O)c1,Cn1ncc(Br)c1[B-]12OC(=O)C[N+]1(C)CC(=O)O2,Clc1cc(Cl)c(Br)cc1Br,Cn1ncc(-c2cncc(S(C)(=O)=O)c2)c1[B-]12OC(=O)C[N+]1(C)CC(=O)O2
